country,country_code,city,place_name,category,description,rating,entry_fee_usd,visit_duration_hrs,best_time_to_visit,tags,lat,lon,is_unesco,continent,nearest_airport_iata,nearest_airport_name,avg_flight_price_usd
United States,XX,Rockford,Rockford Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Rockford.",4.7,0,2,Evening,"Nightlife,Food",42.18762110364888,-89.08959200902827,No,Unknown,RFD,Chicago Rockford International Airport,
United States,XX,Greenville,Greenville Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Greenville.",4.5,15,3,Evening,"Nightlife,Food",34.913837047677774,-82.19981104638856,No,Unknown,GSP,Greenville Spartanburg International Airport,
United States,XX,Greenville,Greenville City Botanical Gardens,Park,A peaceful green oasis in the middle of Greenville.,4.9,10,1,Morning,"Nature,Relaxing",34.90907779757359,-82.20568806166344,No,Unknown,GSP,Greenville Spartanburg International Airport,
United States,XX,Bloomington,Bloomington Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Bloomington.",4.2,25,1,Evening,"Nightlife,Food",40.45870824633055,-88.90198534611994,No,Unknown,BMI,Central Illinois Regional Airport at Bloomington-Normal,
United States,XX,Bloomington,Bloomington Central Square,Landmark,"The historic heart of Bloomington, bustling with locals and cafes.",4.7,5,1,Afternoon,"Iconic,Free",40.487853428821055,-88.9168427704326,No,Unknown,BMI,Central Illinois Regional Airport at Bloomington-Normal,
United States,XX,Bloomington,Bloomington National Museum,Museum,Explore the deep history and culture of United States in Bloomington.,4.5,0,3,Morning,"History,Culture",40.47394258020423,-88.89780285442798,No,Unknown,BMI,Central Illinois Regional Airport at Bloomington-Normal,
United States,XX,Gulfport,Gulfport National Museum,Museum,Explore the deep history and culture of United States in Gulfport.,4.4,10,2,Morning,"History,Culture",30.422577000996668,-89.0509017989532,No,Unknown,GPT,Gulfport Biloxi International Airport,
United States,XX,Gulfport,Gulfport Central Square,Landmark,"The historic heart of Gulfport, bustling with locals and cafes.",4.8,25,2,Afternoon,"Iconic,Free",30.42059831633189,-89.08330342589144,No,Unknown,GPT,Gulfport Biloxi International Airport,
United States,XX,Kalamazoo,Kalamazoo Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Kalamazoo.",4.3,0,3,Evening,"Nightlife,Food",42.25448048224267,-85.54150067761195,No,Unknown,AZO,Kalamazoo Battle Creek International Airport,
United States,XX,Kalamazoo,Kalamazoo Scenic Lookout Point,Nature,Panoramic views of Kalamazoo and its surroundings.,4.9,15,3,Sunset,"Views,Nature",42.25442881147057,-85.56412697149929,No,Unknown,AZO,Kalamazoo Battle Creek International Airport,
United States,XX,Toledo,Toledo Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Toledo.",4.2,0,2,Evening,"Nightlife,Food",41.58038876190003,-83.81410322166538,No,Unknown,TOL,Toledo Express Airport,
United States,XX,Toledo,Toledo Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Toledo.,4.3,0,1,Morning,"Architecture,Spiritual",41.596384330366924,-83.82385153732957,No,Unknown,TOL,Toledo Express Airport,
United States,XX,Fort Wayne,Fort Wayne City Botanical Gardens,Park,A peaceful green oasis in the middle of Fort Wayne.,4.5,15,2,Morning,"Nature,Relaxing",40.967671315049934,-85.17879954443431,No,Unknown,FWA,Fort Wayne International Airport,
United States,XX,Fort Wayne,Fort Wayne National Museum,Museum,Explore the deep history and culture of United States in Fort Wayne.,4.3,15,1,Morning,"History,Culture",40.96927563678511,-85.20402542385972,No,Unknown,FWA,Fort Wayne International Airport,
United States,XX,Fort Wayne,Fort Wayne Scenic Lookout Point,Nature,Panoramic views of Fort Wayne and its surroundings.,4.1,10,3,Sunset,"Views,Nature",40.977715011238004,-85.18955477184396,No,Unknown,FWA,Fort Wayne International Airport,
United States,XX,Decatur,Decatur Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Decatur.,4.8,15,3,Morning,"Architecture,Spiritual",39.8485621227131,-88.88186947720858,No,Unknown,DEC,Decatur Airport,
United States,XX,Decatur,Decatur Scenic Lookout Point,Nature,Panoramic views of Decatur and its surroundings.,4.9,10,1,Sunset,"Views,Nature",39.835464050694846,-88.84604760747627,No,Unknown,DEC,Decatur Airport,
United States,XX,Cedar Rapids,Cedar Rapids Central Square,Landmark,"The historic heart of Cedar Rapids, bustling with locals and cafes.",4.7,15,1,Afternoon,"Iconic,Free",41.877169058562195,-91.71607326110319,No,Unknown,CID,The Eastern Iowa Airport,
United States,XX,Cedar Rapids,Cedar Rapids Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Cedar Rapids.,4.5,10,3,Morning,"Architecture,Spiritual",41.89583789088845,-91.72544752675368,No,Unknown,CID,The Eastern Iowa Airport,
United States,XX,Cedar Rapids,Cedar Rapids Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Cedar Rapids.",4.2,25,3,Evening,"Nightlife,Food",41.86990502336043,-91.71412240428934,No,Unknown,CID,The Eastern Iowa Airport,
United States,XX,La Crosse,La Crosse Scenic Lookout Point,Nature,Panoramic views of La Crosse and its surroundings.,4.9,0,3,Sunset,"Views,Nature",43.879518351247036,-91.25216359589817,No,Unknown,LSE,La Crosse Municipal Airport,
United States,XX,La Crosse,La Crosse Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of La Crosse.,4.1,25,1,Morning,"Architecture,Spiritual",43.87571373742402,-91.27561004148056,No,Unknown,LSE,La Crosse Municipal Airport,
United States,XX,Wassau,Wassau Scenic Lookout Point,Nature,Panoramic views of Wassau and its surroundings.,4.6,10,1,Sunset,"Views,Nature",44.777082950391005,-89.6821695409841,No,Unknown,CWA,Central Wisconsin Airport,
United States,XX,Wassau,Wassau Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Wassau.",4.7,0,2,Evening,"Nightlife,Food",44.79469020310472,-89.66843421053493,No,Unknown,CWA,Central Wisconsin Airport,
United States,XX,Wassau,Wassau National Museum,Museum,Explore the deep history and culture of United States in Wassau.,4.1,25,3,Morning,"History,Culture",44.77431785409171,-89.67382416881279,No,Unknown,CWA,Central Wisconsin Airport,
United States,XX,Peoria,Peoria City Botanical Gardens,Park,A peaceful green oasis in the middle of Peoria.,4.7,0,1,Morning,"Nature,Relaxing",40.67322880636446,-89.69435574291812,No,Unknown,PIA,General Wayne A. Downing Peoria International Airport,
United States,XX,Peoria,Peoria Scenic Lookout Point,Nature,Panoramic views of Peoria and its surroundings.,4.1,10,2,Sunset,"Views,Nature",40.65337044833568,-89.6910617534072,No,Unknown,PIA,General Wayne A. Downing Peoria International Airport,
United States,XX,Appleton,Appleton City Botanical Gardens,Park,A peaceful green oasis in the middle of Appleton.,4.5,10,3,Morning,"Nature,Relaxing",44.267328537059306,-88.50093662979562,No,Unknown,ATW,Appleton International Airport,
United States,XX,Appleton,Appleton Scenic Lookout Point,Nature,Panoramic views of Appleton and its surroundings.,4.1,15,1,Sunset,"Views,Nature",44.24953264340467,-88.53371935861071,No,Unknown,ATW,Appleton International Airport,
United States,XX,Champaign,Champaign Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Champaign.,4.2,25,2,Morning,"Architecture,Spiritual",40.03079840795452,-88.25934215062054,No,Unknown,CMI,University of Illinois Willard Airport,
United States,XX,Champaign,Champaign Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Champaign.",4.4,25,3,Evening,"Nightlife,Food",40.027870308360285,-88.27750962736415,No,Unknown,CMI,University of Illinois Willard Airport,
United States,XX,Champaign,Champaign National Museum,Museum,Explore the deep history and culture of United States in Champaign.,4.6,15,1,Morning,"History,Culture",40.0574355065652,-88.27165219399505,No,Unknown,CMI,University of Illinois Willard Airport,
United States,XX,Manhattan,Manhattan City Botanical Gardens,Park,A peaceful green oasis in the middle of Manhattan.,4.6,5,3,Morning,"Nature,Relaxing",39.14410678325099,-96.68225344457987,No,Unknown,MHK,Manhattan Regional Airport,
United States,XX,Manhattan,Manhattan Scenic Lookout Point,Nature,Panoramic views of Manhattan and its surroundings.,4.4,15,2,Sunset,"Views,Nature",39.135882058968235,-96.66044512046392,No,Unknown,MHK,Manhattan Regional Airport,
United States,XX,Franklin,Franklin Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Franklin.",4.5,25,1,Evening,"Nightlife,Food",41.36374917965065,-79.85494763900229,No,Unknown,FKL,Venango Regional Airport,
United States,XX,Franklin,Franklin National Museum,Museum,Explore the deep history and culture of United States in Franklin.,4.8,5,1,Morning,"History,Culture",41.393963661693604,-79.84503456002696,No,Unknown,FKL,Venango Regional Airport,
United States,XX,Franklin,Franklin Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Franklin.,4.8,5,1,Morning,"Architecture,Spiritual",41.37090582259693,-79.85827615346678,No,Unknown,FKL,Venango Regional Airport,
United States,XX,Grand Junction,Grand Junction National Museum,Museum,Explore the deep history and culture of United States in Grand Junction.,4.6,10,3,Morning,"History,Culture",39.11926895944513,-108.51868777360707,No,Unknown,GJT,Grand Junction Regional Airport,
United States,XX,Grand Junction,Grand Junction Scenic Lookout Point,Nature,Panoramic views of Grand Junction and its surroundings.,4.3,15,3,Sunset,"Views,Nature",39.10741089454941,-108.51309960148029,No,Unknown,GJT,Grand Junction Regional Airport,
United States,XX,Saint George,Saint George City Botanical Gardens,Park,A peaceful green oasis in the middle of Saint George.,4.6,5,1,Morning,"Nature,Relaxing",37.02749305031841,-113.51202525091306,No,Unknown,SGU,St George Municipal Airport,
United States,XX,Saint George,Saint George Central Square,Landmark,"The historic heart of Saint George, bustling with locals and cafes.",4.5,0,1,Afternoon,"Iconic,Free",37.047670110403544,-113.52023393783364,No,Unknown,SGU,St George Municipal Airport,
United States,XX,Sarasota,Sarasota City Botanical Gardens,Park,A peaceful green oasis in the middle of Sarasota.,4.3,15,1,Morning,"Nature,Relaxing",27.388886392257895,-82.54852467266485,No,Unknown,SRQ,Sarasota Bradenton International Airport,
United States,XX,Sarasota,Sarasota Central Square,Landmark,"The historic heart of Sarasota, bustling with locals and cafes.",4.8,15,1,Afternoon,"Iconic,Free",27.38168813402051,-82.5515275909261,No,Unknown,SRQ,Sarasota Bradenton International Airport,
United States,XX,Sarasota,Sarasota Scenic Lookout Point,Nature,Panoramic views of Sarasota and its surroundings.,4.7,10,3,Sunset,"Views,Nature",27.39302446413416,-82.53553128728878,No,Unknown,SRQ,Sarasota Bradenton International Airport,
United States,XX,Van Nuys,Van Nuys Central Square,Landmark,"The historic heart of Van Nuys, bustling with locals and cafes.",4.1,5,2,Afternoon,"Iconic,Free",34.19593139256576,-118.48191887924567,No,Unknown,VNY,Van Nuys Airport,
United States,XX,Van Nuys,Van Nuys City Botanical Gardens,Park,A peaceful green oasis in the middle of Van Nuys.,4.4,25,1,Morning,"Nature,Relaxing",34.193485401027765,-118.48510149793883,No,Unknown,VNY,Van Nuys Airport,
United States,XX,Moline,Moline National Museum,Museum,Explore the deep history and culture of United States in Moline.,4.8,15,1,Morning,"History,Culture",41.46404436469543,-90.50594658038143,No,Unknown,MLI,Quad City International Airport,
United States,XX,Moline,Moline Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Moline.",4.5,25,1,Evening,"Nightlife,Food",41.45379919949374,-90.50485746579697,No,Unknown,MLI,Quad City International Airport,
United States,XX,Moline,Moline Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Moline.,4.3,15,1,Morning,"Architecture,Spiritual",41.452502814009115,-90.48844624659284,No,Unknown,MLI,Quad City International Airport,
United States,XX,Bismarck,Bismarck Scenic Lookout Point,Nature,Panoramic views of Bismarck and its surroundings.,4.9,0,3,Sunset,"Views,Nature",46.789486969957714,-100.74032287857717,No,Unknown,BIS,Bismarck Municipal Airport,
United States,XX,Bismarck,Bismarck Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Bismarck.,4.9,10,2,Morning,"Architecture,Spiritual",46.76383779908249,-100.73514725524906,No,Unknown,BIS,Bismarck Municipal Airport,
United States,XX,Bismarck,Bismarck City Botanical Gardens,Park,A peaceful green oasis in the middle of Bismarck.,4.4,15,3,Morning,"Nature,Relaxing",46.77466574047355,-100.73786323861167,No,Unknown,BIS,Bismarck Municipal Airport,
United States,XX,Telluride,Telluride National Museum,Museum,Explore the deep history and culture of United States in Telluride.,4.2,25,2,Morning,"History,Culture",37.93473945809515,-107.91967504696547,No,Unknown,TEX,Telluride Regional Airport,
United States,XX,Telluride,Telluride Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Telluride.",4.5,25,2,Evening,"Nightlife,Food",37.95595028976035,-107.89059801794387,No,Unknown,TEX,Telluride Regional Airport,
United States,XX,Flint,Flint Scenic Lookout Point,Nature,Panoramic views of Flint and its surroundings.,4.1,0,3,Sunset,"Views,Nature",42.958354786229876,-83.76232808308973,No,Unknown,FNT,Bishop International Airport,
United States,XX,Flint,Flint Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Flint.",4.1,25,2,Evening,"Nightlife,Food",42.947114695846835,-83.75939351779772,No,Unknown,FNT,Bishop International Airport,
United States,XX,Redding,Redding Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Redding.,4.4,5,1,Morning,"Architecture,Spiritual",40.51723944221748,-122.29863708723568,No,Unknown,RDD,Redding Municipal Airport,
United States,XX,Redding,Redding National Museum,Museum,Explore the deep history and culture of United States in Redding.,4.5,5,1,Morning,"History,Culture",40.49147917285642,-122.28554212200586,No,Unknown,RDD,Redding Municipal Airport,
United States,XX,Eugene,Eugene Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Eugene.",4.8,15,3,Evening,"Nightlife,Food",44.13415877300172,-123.20568695267126,No,Unknown,EUG,Mahlon Sweet Field,
United States,XX,Eugene,Eugene Central Square,Landmark,"The historic heart of Eugene, bustling with locals and cafes.",4.1,5,2,Afternoon,"Iconic,Free",44.111987302366714,-123.22668988104782,No,Unknown,EUG,Mahlon Sweet Field,
United States,XX,Idaho Falls,Idaho Falls National Museum,Museum,Explore the deep history and culture of United States in Idaho Falls.,4.5,15,2,Morning,"History,Culture",43.52380695841416,-112.08744190383902,No,Unknown,IDA,Idaho Falls Regional Airport,
United States,XX,Idaho Falls,Idaho Falls Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Idaho Falls.",4.7,0,2,Evening,"Nightlife,Food",43.522642030689205,-112.07447485997746,No,Unknown,IDA,Idaho Falls Regional Airport,
United States,XX,Medford,Medford Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Medford.",4.1,5,1,Evening,"Nightlife,Food",42.36258369638626,-122.88828746743629,No,Unknown,MFR,Rogue Valley International Medford Airport,
United States,XX,Medford,Medford National Museum,Museum,Explore the deep history and culture of United States in Medford.,4.8,5,1,Morning,"History,Culture",42.354380694690725,-122.8707113362526,No,Unknown,MFR,Rogue Valley International Medford Airport,
United States,XX,Medford,Medford Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Medford.,4.6,10,2,Morning,"Architecture,Spiritual",42.380920340256026,-122.86476925487231,No,Unknown,MFR,Rogue Valley International Medford Airport,
United States,XX,Redmond-Bend,Redmond-Bend Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Redmond-Bend.,4.9,0,2,Morning,"Architecture,Spiritual",44.27385752579088,-121.14598080783087,No,Unknown,RDM,Roberts Field,
United States,XX,Redmond-Bend,Redmond-Bend Scenic Lookout Point,Nature,Panoramic views of Redmond-Bend and its surroundings.,4.2,0,3,Sunset,"Views,Nature",44.2359954167061,-121.16329487419965,No,Unknown,RDM,Roberts Field,
United States,XX,Huntsville,Huntsville Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Huntsville.",4.4,15,2,Evening,"Nightlife,Food",34.632614610525216,-86.79417886175119,No,Unknown,HSV,Huntsville International Carl T Jones Field,
United States,XX,Huntsville,Huntsville City Botanical Gardens,Park,A peaceful green oasis in the middle of Huntsville.,4.4,5,2,Morning,"Nature,Relaxing",34.631276329635135,-86.76464553333287,No,Unknown,HSV,Huntsville International Carl T Jones Field,
United States,XX,PARKERSBURG,PARKERSBURG Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of PARKERSBURG.,4.4,25,2,Morning,"Architecture,Spiritual",39.34423003025989,-81.44945350090816,No,Unknown,PKB,Mid Ohio Valley Regional Airport,
United States,XX,PARKERSBURG,PARKERSBURG National Museum,Museum,Explore the deep history and culture of United States in PARKERSBURG.,4.7,15,2,Morning,"History,Culture",39.364974066217925,-81.42483599079459,No,Unknown,PKB,Mid Ohio Valley Regional Airport,
United States,XX,PARKERSBURG,PARKERSBURG Scenic Lookout Point,Nature,Panoramic views of PARKERSBURG and its surroundings.,4.0,25,3,Sunset,"Views,Nature",39.349287906906035,-81.45188675976371,No,Unknown,PKB,Mid Ohio Valley Regional Airport,
United States,XX,MONTGOMERY,MONTGOMERY Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in MONTGOMERY.",4.5,5,1,Evening,"Nightlife,Food",32.31632331338704,-86.40229155180958,No,Unknown,MGM,Montgomery Regional (Dannelly Field) Airport,
United States,XX,BRISTOL,BRISTOL Scenic Lookout Point,Nature,Panoramic views of BRISTOL and its surroundings.,4.1,5,2,Sunset,"Views,Nature",36.469477621125904,-82.40041949738567,No,Unknown,TRI,Tri-Cities Regional TN/VA Airport,
United States,XX,BRISTOL,BRISTOL Central Square,Landmark,"The historic heart of BRISTOL, bustling with locals and cafes.",4.3,5,2,Afternoon,"Iconic,Free",36.459647545307156,-82.41211334800212,No,Unknown,TRI,Tri-Cities Regional TN/VA Airport,
United States,XX,BRISTOL,BRISTOL Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of BRISTOL.,4.4,5,3,Morning,"Architecture,Spiritual",36.49433928616185,-82.41898036759059,No,Unknown,TRI,Tri-Cities Regional TN/VA Airport,
United States,XX,PADUCAH,PADUCAH Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of PADUCAH.,4.0,10,1,Morning,"Architecture,Spiritual",37.0443067073106,-88.75668815981834,No,Unknown,PAH,Barkley Regional Airport,
United States,XX,PADUCAH,PADUCAH National Museum,Museum,Explore the deep history and culture of United States in PADUCAH.,4.1,25,3,Morning,"History,Culture",37.06974380205388,-88.78003247633123,No,Unknown,PAH,Barkley Regional Airport,
United States,XX,PADUCAH,PADUCAH Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in PADUCAH.",4.8,0,2,Evening,"Nightlife,Food",37.05839656253208,-88.7698030346431,No,Unknown,PAH,Barkley Regional Airport,
United States,XX,Page,Page City Botanical Gardens,Park,A peaceful green oasis in the middle of Page.,4.2,15,1,Morning,"Nature,Relaxing",36.92170590496281,-111.45777198816822,No,Unknown,PGA,Page Municipal Airport,
United States,XX,Page,Page Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Page.",4.6,10,2,Evening,"Nightlife,Food",36.91671875199576,-111.45288255193985,No,Unknown,PGA,Page Municipal Airport,
United States,XX,Kalispell,Kalispell Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Kalispell.",4.3,5,1,Evening,"Nightlife,Food",48.322298333064886,-114.2750662467471,No,Unknown,FCA,Glacier Park International Airport,
United States,XX,Kalispell,Kalispell Scenic Lookout Point,Nature,Panoramic views of Kalispell and its surroundings.,4.9,15,2,Sunset,"Views,Nature",48.31848667016121,-114.25286986172017,No,Unknown,FCA,Glacier Park International Airport,
United States,XX,Saginaw,Saginaw City Botanical Gardens,Park,A peaceful green oasis in the middle of Saginaw.,4.3,5,3,Morning,"Nature,Relaxing",43.545504196848555,-84.08982450700127,No,Unknown,MBS,MBS International Airport,
United States,XX,Saginaw,Saginaw Central Square,Landmark,"The historic heart of Saginaw, bustling with locals and cafes.",4.7,0,3,Afternoon,"Iconic,Free",43.538526872632325,-84.06291387311643,No,Unknown,MBS,MBS International Airport,
United States,XX,Binghamton,Binghamton City Botanical Gardens,Park,A peaceful green oasis in the middle of Binghamton.,4.6,15,2,Morning,"Nature,Relaxing",42.219189440944305,-75.99616757917613,No,Unknown,BGM,Greater Binghamton/Edwin A Link field,
United States,XX,Binghamton,Binghamton Central Square,Landmark,"The historic heart of Binghamton, bustling with locals and cafes.",4.4,15,3,Afternoon,"Iconic,Free",42.198823679816165,-75.96094803567254,No,Unknown,BGM,Greater Binghamton/Edwin A Link field,
United States,XX,Blythe,Blythe Scenic Lookout Point,Nature,Panoramic views of Blythe and its surroundings.,4.4,15,1,Sunset,"Views,Nature",33.59977663689814,-114.69966705106914,No,Unknown,BLH,Blythe Airport,
United States,XX,Blythe,Blythe City Botanical Gardens,Park,A peaceful green oasis in the middle of Blythe.,4.7,25,2,Morning,"Nature,Relaxing",33.609802423530596,-114.72886446334115,No,Unknown,BLH,Blythe Airport,
United States,XX,Blythe,Blythe National Museum,Museum,Explore the deep history and culture of United States in Blythe.,4.4,25,3,Morning,"History,Culture",33.603126378177706,-114.701170331205,No,Unknown,BLH,Blythe Airport,
United States,XX,Petersburg,Petersburg Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Petersburg.",4.3,5,1,Evening,"Nightlife,Food",56.8027601221187,-132.95677408086522,No,Unknown,PSG,Petersburg James A Johnson Airport,
United States,XX,Petersburg,Petersburg Scenic Lookout Point,Nature,Panoramic views of Petersburg and its surroundings.,4.7,10,3,Sunset,"Views,Nature",56.806328736527476,-132.94351243903495,No,Unknown,PSG,Petersburg James A Johnson Airport,
United States,XX,Petersburg,Petersburg National Museum,Museum,Explore the deep history and culture of United States in Petersburg.,4.0,0,1,Morning,"History,Culture",56.78289351348413,-132.95958919910058,No,Unknown,PSG,Petersburg James A Johnson Airport,
United States,XX,Sanford,Sanford Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Sanford.,4.5,15,3,Morning,"Architecture,Spiritual",28.773012961118674,-81.24272193610021,No,Unknown,SFB,Orlando Sanford International Airport,
United States,XX,Sanford,Sanford Scenic Lookout Point,Nature,Panoramic views of Sanford and its surroundings.,4.5,5,2,Sunset,"Views,Nature",28.78264923969534,-81.25649596797544,No,Unknown,SFB,Orlando Sanford International Airport,
United States,XX,Johnstown,Johnstown Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Johnstown.",4.1,0,2,Evening,"Nightlife,Food",40.311766218199345,-78.83989395697174,No,Unknown,JST,John Murtha Johnstown Cambria County Airport,
United States,XX,Johnstown,Johnstown Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Johnstown.,4.4,5,3,Morning,"Architecture,Spiritual",40.33554054056327,-78.82658377949855,No,Unknown,JST,John Murtha Johnstown Cambria County Airport,
United States,XX,Johnstown,Johnstown Central Square,Landmark,"The historic heart of Johnstown, bustling with locals and cafes.",4.2,0,1,Afternoon,"Iconic,Free",40.320965931847695,-78.82108846350677,No,Unknown,JST,John Murtha Johnstown Cambria County Airport,
United States,XX,Missoula,Missoula Central Square,Landmark,"The historic heart of Missoula, bustling with locals and cafes.",4.3,25,2,Afternoon,"Iconic,Free",46.92301145187327,-114.09749261232083,No,Unknown,MSO,Missoula International Airport,
United States,XX,Missoula,Missoula Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Missoula.,4.4,10,1,Morning,"Architecture,Spiritual",46.917694173482424,-114.09460862963485,No,Unknown,MSO,Missoula International Airport,
United States,XX,Grand Canyon,Grand Canyon Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Grand Canyon.,4.2,15,1,Morning,"Architecture,Spiritual",35.955098690528885,-112.14432545511282,No,Unknown,GCN,Grand Canyon National Park Airport,
United States,XX,Grand Canyon,Grand Canyon Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Grand Canyon.",4.8,10,2,Evening,"Nightlife,Food",35.972370858583226,-112.13623344396522,No,Unknown,GCN,Grand Canyon National Park Airport,
United States,XX,Sugar Land,Sugar Land National Museum,Museum,Explore the deep history and culture of United States in Sugar Land.,4.5,25,2,Morning,"History,Culture",29.6072304752991,-95.6724334077802,No,Unknown,SGR,Sugar Land Regional Airport,
United States,XX,Sugar Land,Sugar Land City Botanical Gardens,Park,A peaceful green oasis in the middle of Sugar Land.,4.4,25,3,Morning,"Nature,Relaxing",29.629958773714243,-95.63915541518243,No,Unknown,SGR,Sugar Land Regional Airport,
United States,XX,Fort Stockton,Fort Stockton Scenic Lookout Point,Nature,Panoramic views of Fort Stockton and its surroundings.,4.5,15,3,Sunset,"Views,Nature",30.922246713201567,-102.92206418749437,No,Unknown,FST,Fort Stockton Pecos County Airport,
United States,XX,Fort Stockton,Fort Stockton Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Fort Stockton.",4.1,10,3,Evening,"Nightlife,Food",30.919236006876055,-102.90684779084545,No,Unknown,FST,Fort Stockton Pecos County Airport,
United States,XX,Las Cruces,Las Cruces Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Las Cruces.,4.1,10,2,Morning,"Architecture,Spiritual",32.287890326723904,-106.92339433372341,No,Unknown,LRU,Las Cruces International Airport,
United States,XX,Las Cruces,Las Cruces Central Square,Landmark,"The historic heart of Las Cruces, bustling with locals and cafes.",4.1,5,3,Afternoon,"Iconic,Free",32.291639490920424,-106.93404705531441,No,Unknown,LRU,Las Cruces International Airport,
United States,XX,Breckenridge,Breckenridge National Museum,Museum,Explore the deep history and culture of United States in Breckenridge.,4.8,10,3,Morning,"History,Culture",32.702572347686825,-98.89238677873826,No,Unknown,BKD,Stephens County Airport,
United States,XX,Breckenridge,Breckenridge Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Breckenridge.,4.6,10,1,Morning,"Architecture,Spiritual",32.703027437697614,-98.87894790447979,No,Unknown,BKD,Stephens County Airport,
United States,XX,Breckenridge,Breckenridge Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Breckenridge.",4.0,10,3,Evening,"Nightlife,Food",32.7163263126208,-98.87747487256331,No,Unknown,BKD,Stephens County Airport,
United States,XX,Temple,Temple Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Temple.",4.5,5,2,Evening,"Nightlife,Food",31.15830925845294,-97.42656249655276,No,Unknown,TPL,Draughon Miller Central Texas Regional Airport,
United States,XX,Temple,Temple City Botanical Gardens,Park,A peaceful green oasis in the middle of Temple.,4.7,15,3,Morning,"Nature,Relaxing",31.153039310449664,-97.39468778175261,No,Unknown,TPL,Draughon Miller Central Texas Regional Airport,
United States,XX,Temple,Temple Scenic Lookout Point,Nature,Panoramic views of Temple and its surroundings.,4.4,0,3,Sunset,"Views,Nature",31.135418477288518,-97.40536525641534,No,Unknown,TPL,Draughon Miller Central Texas Regional Airport,
United States,XX,Ozona,Ozona Central Square,Landmark,"The historic heart of Ozona, bustling with locals and cafes.",4.9,0,3,Afternoon,"Iconic,Free",30.727917940791333,-101.21839032960511,No,Unknown,OZA,Ozona Municipal Airport,
United States,XX,Ozona,Ozona City Botanical Gardens,Park,A peaceful green oasis in the middle of Ozona.,4.6,25,2,Morning,"Nature,Relaxing",30.731735439645632,-101.18806564164491,No,Unknown,OZA,Ozona Municipal Airport,
United States,XX,Ozona,Ozona National Museum,Museum,Explore the deep history and culture of United States in Ozona.,4.1,10,2,Morning,"History,Culture",30.71911325454678,-101.19317906910042,No,Unknown,OZA,Ozona Municipal Airport,
United States,XX,Vail,Vail Central Square,Landmark,"The historic heart of Vail, bustling with locals and cafes.",4.1,5,1,Afternoon,"Iconic,Free",39.652122218747806,-106.93190494470349,No,Unknown,EGE,Eagle County Regional Airport,
United States,XX,Vail,Vail Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Vail.",4.7,5,3,Evening,"Nightlife,Food",39.64178094900035,-106.93799310261404,No,Unknown,EGE,Eagle County Regional Airport,
